Category,Message,word_count,uppercase_word_count,unique_word_count,character_count,letter_count,flagged_word_count,flagged_bigrams_count,digit_count,links_count,free_count,special_count
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,20,0,17,109,83,0,0,0,0,0,0
ham,Dear we are going to our rubber place,8,0,8,37,30,0,0,0,0,0,0
ham,"Sorry battery died, yeah I'm here",6,0,6,33,26,0,0,0,0,0,0
ham,Yes:)here tv is always available in work place..,8,0,8,48,37,0,0,0,0,0,0
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,32,5,31,157,109,1,0,7,0,0,1
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,9,1,9,50,34,0,0,0,0,0,0
ham,Or ill be a little closer like at the bus stop on the same street,15,0,14,65,51,0,0,0,0,0,0
ham,Where are you?when wil you reach here?,7,0,7,38,30,0,0,0,0,0,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",24,2,24,145,105,1,0,0,0,0,0
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,25,2,23,145,94,0,0,24,0,0,0
ham,Tomarrow final hearing on my laptop case so i cant.,10,0,10,51,41,1,0,0,0,0,0
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7,6,7,45,39,0,0,0,0,0,0
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",16,0,14,83,63,0,0,0,0,0,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",32,0,27,155,114,1,0,1,0,0,0
ham,U don't remember that old commercial?,6,1,6,37,30,0,0,0,0,0,0
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,17,2,11,78,59,0,0,0,0,0,0
ham,I asked you to call him now ok,8,1,8,30,23,2,0,0,0,0,0
ham,Kallis wont bat in 2nd innings.,6,0,6,31,24,0,0,1,0,0,0
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,30,0,27,146,112,0,0,0,0,0,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,22,2,22,150,103,3,0,22,1,1,0
ham,Ranjith cal drpd Deeraj and deepak 5min hold,8,0,8,44,36,0,0,1,0,0,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,0,32,179,135,0,0,0,0,0,0
ham,What you doing?how are you?,5,0,4,27,21,0,0,0,0,0,0
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",37,0,31,179,138,0,0,2,0,0,0
ham,"I'm back, lemme know when you're ready",7,0,7,38,29,0,0,0,0,0,0
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,18,0,18,97,78,1,0,0,0,0,0
ham,Mmm so yummy babe ... Nice jolt to the suzy,9,0,9,43,31,0,0,0,0,0,0
ham,Where are you lover ? I need you ...,7,1,6,36,24,0,0,0,0,0,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,27,3,25,154,110,4,0,14,0,0,0
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,15,1,14,72,52,0,0,0,0,0,0
ham,Yup,1,0,1,3,3,0,0,0,0,0,0
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,18,0,17,85,64,1,0,0,0,0,0
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,11,10,11,51,28,0,0,10,0,0,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,1,20,121,84,3,0,13,0,0,0
ham,Why you Dint come with us.,6,0,6,26,20,0,0,0,0,0,0
ham,Same. Wana plan a trip sometme then,7,0,7,35,28,0,0,0,0,0,0
ham,"Not sure yet, still trying to get a hold of him",11,0,11,47,36,0,0,0,0,0,0
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,27,5,24,159,107,3,0,19,1,1,1
ham,The evo. I just had to download flash. Jealous?,9,1,9,47,36,0,0,0,0,0,0
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,24,1,23,133,107,1,0,0,0,1,0
ham,"Come to mu, we're sorting out our narcotics situation",9,0,9,53,43,0,0,0,0,0,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,0,26,147,116,0,0,0,0,0,0
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,5,22,155,112,2,0,12,1,0,0
ham,"Usf I guess, might as well take 1 car",9,1,9,37,27,0,0,1,0,0,0
ham,No objection. My bf not coming.,6,0,6,31,24,0,0,0,0,0,0
ham,Thanx...,1,0,1,8,5,0,0,0,0,0,0
ham,Tell rob to mack his gf in the theater,9,0,9,38,30,0,0,0,0,0,0
ham,"Awesome, I'll see you in a bit",7,0,7,30,22,0,0,0,0,0,0
ham,Just sent it. So what type of food do you like?,11,0,11,47,35,0,0,0,0,0,0
ham,All done? All handed in? Celebrations in full swing yet?,10,0,8,56,44,0,0,0,0,0,0
ham,You got called a tool?,5,0,5,22,17,0,0,0,0,0,0
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",25,0,19,141,105,0,0,0,0,0,0
ham,Ok. I asked for money how far,7,1,7,29,22,1,0,0,0,0,0
ham,Okie...,1,0,1,7,4,0,0,0,0,0,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,1,25,121,94,0,0,0,0,0,0
ham,"K, I might come by tonight then if my class lets out early",13,2,13,58,45,0,0,0,0,0,0
ham,Ok..,1,0,1,4,2,0,0,0,0,0,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,0,33,148,112,2,0,1,0,0,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,3,21,160,114,1,0,0,0,0,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",21,0,20,152,125,0,0,0,0,0,0
ham,Hey you told your name to gautham ah?,8,0,8,37,29,0,0,0,0,0,0
ham,Haf u found him? I feel so stupid da v cam was working.,13,1,13,55,41,0,0,0,0,0,0
ham,Oops. 4 got that bit.,5,0,5,21,14,0,0,1,0,0,0
ham,Are you this much buzy,5,0,5,22,18,0,0,0,0,0,0
ham,I accidentally deleted the message. Resend please.,7,1,7,50,42,0,0,0,0,0,0
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,27,3,26,159,110,3,0,13,0,1,0
ham,Unless it's a situation where YOU GO GURL would be more appropriate,12,3,12,67,55,0,0,0,0,0,0
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,9,31,153,108,0,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,11,1,11,51,40,1,0,0,0,0,0
ham,Need a coffee run tomo?Can't believe it's that time of week already,12,0,12,67,53,0,0,0,0,0,0
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,2,15,88,70,0,0,0,0,0,0
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,0,27,157,122,0,0,0,0,0,0
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,21,0,21,90,68,0,0,0,0,0,0
ham,He is a womdarfull actor,5,0,5,24,20,0,0,0,0,0,0
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",23,3,21,146,101,0,0,8,0,0,5
ham,Yup... From what i remb... I think should be can book...,11,1,10,56,37,0,0,0,0,0,0
ham,Jos ask if u wana meet up?,7,0,7,26,19,0,0,0,0,0,0
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,14,0,14,71,55,0,0,0,0,0,0
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,1,23,138,104,1,0,5,0,0,0
ham,Where are the garage keys? They aren't on the bookshelf,10,0,9,55,44,0,0,0,0,0,0
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,2,23,156,127,0,0,3,0,0,0
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",24,5,24,133,80,2,0,18,0,0,1
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,24,0,22,119,93,2,0,0,0,0,0
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",33,3,24,142,102,0,0,2,0,0,0
ham,You made my day. Do have a great day too.,10,0,9,41,30,0,0,0,0,0,0
ham,K.k:)advance happy pongal.,3,0,3,26,20,0,0,0,0,0,0
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,0,20,119,81,0,0,1,0,0,0
ham,"Not really dude, have no friends i'm afraid :(",8,0,8,46,34,0,0,0,0,0,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,1,21,157,114,3,0,13,0,2,0
ham,"Coffee cake, i guess...",4,0,4,23,16,0,0,0,0,0,0
ham,"Merry Christmas to you too babe, i love ya *kisses*",10,0,10,51,39,0,0,0,0,0,0
ham,Hey... Why dont we just go watch x men and have lunch... Haha,13,0,13,61,43,0,0,0,0,0,0
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,27,0,25,107,74,0,0,4,0,0,0
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,30,0,29,157,121,0,0,0,0,0,0
ham,No problem. How are you doing?,6,0,6,30,23,0,0,0,0,0,0
ham,No calls..messages..missed calls,3,0,3,32,26,0,0,0,0,0,0
ham,Hi da:)how is the todays class?,6,0,6,31,23,0,0,0,0,0,0
ham,"I'd say that's a good sign but, well, you know my track record at reading women",16,0,16,79,60,0,0,0,0,0,0
ham,"Cool, text me when you're parked",6,0,6,32,25,1,0,0,0,0,0
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,20,0,20,86,64,1,0,0,0,0,0
ham,K.k:)apo k.good movie.,3,0,3,22,15,0,0,0,0,0,0
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,13,0,13,76,59,1,0,0,0,0,0
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,24,0,21,128,89,2,0,12,0,0,0
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,43,1,36,232,186,0,0,0,0,0,0
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,27,1,27,158,101,2,0,23,0,0,1
ham,"Ta-Daaaaa! I am home babe, are you still up ?",9,1,9,45,32,0,0,0,0,0,0
ham,Cool. So how come you havent been wined and dined before?,11,0,11,57,45,0,0,0,0,0,0
ham,Just sleeping..and surfing,3,0,3,26,22,0,0,0,0,0,0
ham,"Sorry, I'll call later",4,0,4,22,17,1,0,0,0,0,0
ham,U calling me right? Call my hand phone...,8,1,8,41,30,1,0,0,0,0,0
ham,Ok that's great thanx a lot.,6,0,6,28,21,0,0,0,0,0,0
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,31,1,29,151,113,1,0,4,0,0,0
ham,Where u been hiding stranger?,5,0,5,29,24,0,0,0,0,0,0
ham,Am not interested to do like that.,7,0,7,34,27,0,0,0,0,0,0
ham,My sister cleared two round in birla soft yesterday.,9,0,9,52,43,0,0,0,0,0,0
ham,Gudnite....tc...practice going on,3,0,3,33,24,0,0,0,0,0,0
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,20,1,16,85,62,0,0,0,0,0,0
ham,One small prestige problem now.,5,0,5,31,26,1,0,0,0,0,0
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,20,4,20,111,76,1,0,8,1,0,0
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,15,0,14,78,62,0,0,0,0,0,0
ham,"Nah can't help you there, I've never had an iphone",10,0,10,50,38,0,0,0,0,0,0
ham,If you're not in my car in an hour and a half I'm going apeshit,15,0,14,63,47,0,0,0,0,0,0
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",30,5,25,148,112,0,0,0,0,0,0
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,28,1,23,129,101,0,0,0,0,0,0
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,8,6,7,45,30,0,0,1,0,0,0
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",34,1,30,202,162,0,0,0,0,0,0
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,22,2,22,150,103,3,0,22,1,1,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,21,2,19,148,90,1,0,28,0,0,4
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",31,1,22,168,128,0,0,0,0,0,0
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",17,1,16,85,64,0,0,0,0,0,0
ham,Ha ha cool cool chikku chikku:-):-DB-),6,0,4,38,26,0,0,0,0,0,0
ham,Oh ok no prob..,4,0,4,15,10,0,0,0,0,0,0
ham,Check audrey's status right now,5,0,5,31,26,1,0,0,0,0,0
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,16,1,15,88,68,1,0,0,0,0,0
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",31,1,29,160,119,0,0,0,0,0,0
ham,Well i know Z will take care of me. So no worries.,12,1,12,50,37,0,0,0,0,0,0
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",21,1,20,165,112,4,0,18,0,1,1
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,16,1,15,129,91,0,0,17,1,0,0
ham,Wat uniform? In where get?,5,0,5,26,20,0,0,0,0,0,0
ham,"Cool, text me when you're ready",6,0,6,31,24,1,0,0,0,0,0
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",27,4,21,129,92,0,0,0,0,0,0
ham,I will spoil you in bed as well :),8,1,8,34,24,0,0,0,0,0,0
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,10,0,10,54,35,0,0,0,0,0,0
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,37,1,30,162,125,0,0,0,0,0,0
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",26,2,25,157,115,0,0,14,0,0,0
ham,Can you say what happen,5,0,5,23,19,0,0,0,0,0,0
ham,You could have seen me..i did't recognise you Face.:),9,0,8,53,39,0,0,0,0,0,0
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,25,0,24,131,104,1,0,0,0,0,0
ham,Keep my payasam there if rinu brings,7,0,7,36,30,0,0,0,0,0,0
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,27,1,22,143,112,0,0,0,0,0,0
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",57,1,50,300,230,0,0,0,0,0,0
ham,"Yeah sure, give me a couple minutes to track down my wallet",12,0,12,59,47,0,0,0,0,0,0
ham,Hey leave it. not a big deal:-) take care.,9,0,9,42,29,0,0,0,0,0,0
ham,Hey i will be late ah... Meet you at 945+,10,0,10,41,25,0,0,3,0,0,0
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",22,1,20,149,108,2,0,16,0,1,1
ham,It took Mr owl 3 licks,6,0,6,22,16,0,0,1,0,0,0
ham,Customer place i will call you.,6,0,6,31,25,1,0,0,0,0,0
ham,Mm that time you dont like fun,7,0,7,30,24,0,0,0,0,0,0
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,24,1,23,155,110,4,0,16,0,2,0
